,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
171,2016-11-07,2,5,1,3,4,1,3,28,"The accident occurred at the time an employee of the partner company SF carried out unloading operation of bladder bags. By cutting the bag for charging of the boom into the silo truck's delivery mouth, the inner plastic bag surrounding the contents abruptly dropped and a large amount of material fell onto the cone (funnel). The cone fell over and the injured man stood with his leg pressed between him and the body guard of the scaffold. There was external medical attention and it was verified that there was no fracture",1,11,7,2,44,2,4,"['accident', 'occur', 'time', 'employee', 'partner', 'company', 'carry', 'unload', 'operation', 'bladder', 'bag', 'cut', 'bag', 'charge', 'boom', 'silo', 'truck', 'delivery', 'mouth', 'inner', 'plastic', 'bag', 'surround', 'content', 'abruptly', 'drop', 'large', 'amount', 'material', 'fell', 'onto', 'cone', 'funnel', 'cone', 'fell', 'injure', 'man', 'stand', 'leg', 'press', 'body', 'guard', 'scaffold', 'external', 'medical', 'attention', 'verify', 'fracture']",accident occur time employee partner company carry unload operation bladder bag cut bag charge boom silo truck delivery mouth inner plastic bag surround content abruptly drop large amount material fell onto cone funnel cone fell injure man stand leg press body guard scaffold external medical attention verify fracture
172,2016-07-14,1,3,2,1,2,1,1,16,"At level 2900 at the entrance of the locomotive workshop, the welder proceeds to inspect the mining cars and identifies that the No. 24 car has bearing problems, informs his partner about this finding and decides to enter the car to the workshop, so it operates the swing arm type mona of 15 KG. of weight to move the direction of the railway towards the central OP, is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described. At the time of the accident the worker was wearing the safety gloves of pad.",1,7,14,5,27,4,3,"['level', 'entrance', 'locomotive', 'workshop', 'welder', 'proceed', 'inspect', 'mine', 'cars', 'identify', 'car', 'bear', 'problems', 'inform', 'partner', 'find', 'decide', 'enter', 'car', 'workshop', 'operate', 'swing', 'arm', 'type', 'mona', 'weight', 'move', 'direction', 'railway', 'towards', 'central', 'moment', 'push', 'rocker', 'weight', 'body', 'right', 'hand', 'come', 'contact', 'rock', 'produce', 'injury', 'describe', 'time', 'accident', 'worker', 'wear', 'safety', 'gloves', 'pad']",level entrance locomotive workshop welder proceed inspect mine cars identify car bear problems inform partner find decide enter car workshop operate swing arm type mona weight move direction railway towards central moment push rocker weight body right hand come contact rock produce injury describe time accident worker wear safety gloves pad
173,2016-07-15,2,5,1,1,2,0,1,4,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",1,7,15,1,27,4,3,"['handle', 'sample', 'laboratory', 'sleeve', 'employee', 'coat', 'contact', 'nitric', 'acid', 'absorb', 'small', 'amount', 'come', 'reach', 'leave', 'forearm', 'cause', 'degree', 'burn']",handle sample laboratory sleeve employee coat contact nitric acid absorb small amount come reach leave forearm cause degree burn
174,2016-07-16,1,3,2,1,4,1,2,16,"At level 3490 gallery 239, during the holding activity with the Bolter equipment No. 24, the operator performs the drilling of the first hole to support the right gable; When the 7-foot-deep drill was about to end, the drill rod breaks, leaving the threads inside the drilling machine's shank; the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success; in the third attempt the assistant enters a 3/8 ""corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure, it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim's left hand generating a described injury. The worker was wearing safety gloves at the time of the accident. The end of the corrugated iron in contact with the left hand is shaped like a cane. The worker at the time of the accident was positioned under a roof supported with mesh and split set.",1,7,16,3,27,4,3,"['level', 'gallery', 'hold', 'activity', 'bolter', 'equipment', 'operator', 'perform', 'drill', 'first', 'hole', 'support', 'right', 'gable', 'foot', 'deep', 'drill', 'end', 'drill', 'rod', 'break', 'leave', 'thread', 'inside', 'drill', 'machine', 'shank', 'operator', 'assistant', 'decide', 'make', 'two', 'empty', 'percussion', 'attempt', 'free', 'thread', 'shank', 'without', 'success', 'third', 'attempt', 'assistant', 'enter', 'corrugate', 'iron', 'central', 'hole', 'rest', 'bar', 'embed', 'shank', 'generate', 'pressure', 'moment', 'operator', 'activate', 'percussion', 'generate', 'movement', 'shank', 'hit', 'palm', 'victim', 'leave', 'hand', 'generate', 'describe', 'injury', 'worker', 'wear', 'safety', 'gloves', 'time', 'accident', 'end', 'corrugate', 'iron', 'contact', 'leave', 'hand', 'shape', 'like', 'cane', 'worker', 'time', 'accident', 'position', 'roof', 'support', 'mesh', 'split', 'set']",level gallery hold activity bolter equipment operator perform drill first hole support right gable foot deep drill end drill rod break leave thread inside drill machine shank operator assistant decide make two empty percussion attempt free thread shank without success third attempt assistant enter corrugate iron central hole rest bar embed shank generate pressure moment operator activate percussion generate movement shank hit palm victim leave hand generate describe injury worker wear safety gloves time accident end corrugate iron contact leave hand shape like cane worker time accident position roof support mesh split set
175,2016-07-18,1,6,1,1,3,1,2,11,"At 21:15 hours on 07/18/2016, the collaborator Warrin (welder), when trying to inspect a cracking point in the INLET of the G2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.",1,7,18,2,28,4,3,"['hours', 'collaborator', 'warrin', 'welder', 'try', 'inspect', 'crack', 'point', 'inlet', 'laminator', 'slip', 'fall', 'level', 'hit', 'face', 'hand', 'immediately', 'transfer', 'medical', 'service', 'evaluation']",hours collaborator warrin welder try inspect crack point inlet laminator slip fall level hit face hand immediately transfer medical service evaluation
176,2016-07-20,2,5,1,1,3,1,1,4,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",1,7,20,7,28,4,3,"['employee', 'report', 'drain', 'ammonia', 'use', 'refrigerant', 'container', 'water', 'splash', 'solution', 'drain', 'onto', 'face']",employee report drain ammonia use refrigerant container water splash solution drain onto face
177,2016-07-21,2,12,3,1,2,0,1,29,"At the Eusébio bridge, there was a sudden braking in which several cars had to brake quickly. The collaborator's car failed to stop in time and collided with the rear of the car ahead. They were about 40km / hour.",1,7,21,5,28,4,3,"['eus', 'bio', 'bridge', 'sudden', 'brake', 'several', 'cars', 'brake', 'quickly', 'collaborator', 'car', 'fail', 'stop', 'time', 'collide', 'rear', 'car', 'ahead', 'hour']",eus bio bridge sudden brake several cars brake quickly collaborator car fail stop time collide rear car ahead hour
178,2016-07-23,2,8,1,1,2,1,3,21,"During torch cutting activity of the new evaporator treatment fixings, there was a rupture of the hose near the torch pen, causing the injury.",1,7,23,3,28,4,3,"['torch', 'cut', 'activity', 'new', 'evaporator', 'treatment', 'fix', 'rupture', 'hose', 'near', 'torch', 'pen', 'cause', 'injury']",torch cut activity new evaporator treatment fix rupture hose near torch pen cause injury
179,2016-07-27,1,3,2,2,4,1,1,16,"At times when the mill operator proceeded to remove the vitaulic flange connecting the suction pipe to the pump housing 8B; with the intention of de-sanding the system, when removing the flange, the mineral pulp comes out under pressure and impacts on the face and wrist of his left hand generating the lesion described. At the time of the accident, both the secondary mill No. 4 and the pumps 8A and 8B were blocked for maintenance work and the mill operator used his safety glasses.",1,7,27,7,29,4,3,"['time', 'mill', 'operator', 'proceed', 'remove', 'vitaulic', 'flange', 'connect', 'suction', 'pipe', 'pump', 'house', 'intention', 'sand', 'system', 'remove', 'flange', 'mineral', 'pulp', 'come', 'pressure', 'impact', 'face', 'wrist', 'leave', 'hand', 'generate', 'lesion', 'describe', 'time', 'accident', 'secondary', 'mill', 'pump', 'block', 'maintenance', 'work', 'mill', 'operator', 'use', 'safety', 'glass']",time mill operator proceed remove vitaulic flange connect suction pipe pump house intention sand system remove flange mineral pulp come pressure impact face wrist leave hand generate lesion describe time accident secondary mill pump block maintenance work mill operator use safety glass
180,2016-07-29,1,3,2,1,4,1,1,16,"At level 3390 access 2 area 2; the operator of the Scissor team No. 200 was preparing to present the second mesh to continue with the support of the work; When the operator pulls the support mesh to share its length equally on both sides of the equipment, it is at this moment that from the roof of the work a rock weighs approximately 400 Kg, which falls on the support mesh and slides towards the right side spoiler, as a result of this the mesh pushes the operator who is kneeling on the floor of the platform, which generates the lesion described. The rock falling does not directly impact the operator who was in a squatting position. The operator moves away from the area walking by his own means and is supported by the assistant.",1,7,29,1,29,4,3,"['level', 'access', 'area', 'operator', 'scissor', 'team', 'prepare', 'present', 'second', 'mesh', 'continue', 'support', 'work', 'operator', 'pull', 'support', 'mesh', 'share', 'length', 'equally', 'side', 'equipment', 'moment', 'roof', 'work', 'rock', 'weigh', 'approximately', 'fall', 'support', 'mesh', 'slide', 'towards', 'right', 'side', 'spoiler', 'result', 'mesh', 'push', 'operator', 'kneel', 'floor', 'platform', 'generate', 'lesion', 'describe', 'rock', 'fall', 'directly', 'impact', 'operator', 'squat', 'position', 'operator', 'move', 'away', 'area', 'walk', 'mean', 'support', 'assistant']",level access area operator scissor team prepare present second mesh continue support work operator pull support mesh share length equally side equipment moment roof work rock weigh approximately fall support mesh slide towards right side spoiler result mesh push operator kneel floor platform generate lesion describe rock fall directly impact operator squat position operator move away area walk mean support assistant
181,2016-07-30,2,7,2,1,2,1,1,16,"employee reports that upon initiating 615RLC front loading activity, during the elevation of the aerial work platform, a rock fragment from the roof of the gallery was dropped, reaching its face, causing the lesion.",1,7,30,3,29,4,3,"['employee', 'report', 'upon', 'initiate', 'rlc', 'front', 'load', 'activity', 'elevation', 'aerial', 'work', 'platform', 'rock', 'fragment', 'roof', 'gallery', 'drop', 'reach', 'face', 'cause', 'lesion']",employee report upon initiate rlc front load activity elevation aerial work platform rock fragment roof gallery drop reach face cause lesion
182,2016-02-08,2,2,2,1,3,1,3,16,"When opened the access ladder of the people carrying Truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury.",1,2,8,2,5,3,1,"['open', 'access', 'ladder', 'people', 'carry', 'truck', 'employee', 'right', 'hand', 'press', 'support', 'bracket', 'suffer', 'superficial', 'injury']",open access ladder people carry truck employee right hand press support bracket suffer superficial injury
183,2016-01-08,2,5,1,2,3,0,2,15,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.,1,1,8,1,0,3,1,"['employee', 'partner', 'company', 'report', 'cut', 'watermelon', 'injure', 'chirodactilo', 'leave', 'hand', 'knife']",employee partner company report cut watermelon injure chirodactilo leave hand knife
184,2016-02-08,3,10,3,1,1,1,2,1,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",1,2,8,2,5,3,1,"['mince', 'team', 'carry', 'activities', 'city', 'coordinate', 'mine', 'technician', 'felipe', 'time', 'mine', 'technician', 'last', 'line', 'away', 'team', 'bite', 'blackjack', 'leave', 'side', 'face', 'allergic', 'manifestation', 'team', 'continue', 'work', 'afternoon', 'lunch', 'employee', 'seek', 'medical', 'care', 'medicate', 'release', 'continue', 'activities', 'next', 'day']",mince team carry activities city coordinate mine technician felipe time mine technician last line away team bite blackjack leave side face allergic manifestation team continue work afternoon lunch employee seek medical care medicate release continue activities next day
185,2016-01-08,1,4,2,2,3,1,2,16,"At times when the worker was cleaning the long holes of the production mesh in negative, when removing the polyethylene pipe it suffers a clogging inside the drill, which product of compressed air pressure is released by ejecting detritus and fragments of rock inside the hole impacting the worker's forehead causing a cut.",1,1,8,1,0,3,1,"['time', 'worker', 'clean', 'long', 'hole', 'production', 'mesh', 'negative', 'remove', 'polyethylene', 'pipe', 'suffer', 'clog', 'inside', 'drill', 'product', 'compress', 'air', 'pressure', 'release', 'eject', 'detritus', 'fragment', 'rock', 'inside', 'hole', 'impact', 'worker', 'forehead', 'cause', 'cut']",time worker clean long hole production mesh negative remove polyethylene pipe suffer clog inside drill product compress air pressure release eject detritus fragment rock inside hole impact worker forehead cause cut
186,2016-04-08,2,8,1,1,2,1,1,6,"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board.",1,4,8,1,13,1,2,"['remove', 'cap', 'wear', 'plate', 'warman', 'pump', 'leave', 'hand', 'employee', 'glove', 'slip', 'come', 'contact', 'cut', 'part', 'board']",remove cap wear plate warman pump leave hand employee glove slip come contact cut part board
187,2016-11-08,2,2,2,4,4,1,3,16,"During the withdrawal of the fixed jaw wedge from the crusher 41BR01, the hoisting device (hook) was broken causing the steel cable of the overhead crane to strike the left hand of the employee.",1,11,8,6,44,2,4,"['withdrawal', 'fix', 'jaw', 'wedge', 'crusher', 'hoist', 'device', 'hook', 'break', 'cause', 'steel', 'cable', 'overhead', 'crane', 'strike', 'leave', 'hand', 'employee']",withdrawal fix jaw wedge crusher hoist device hook break cause steel cable overhead crane strike leave hand employee
188,2016-11-08,2,12,3,1,4,0,1,16,"On leaving the Company the employee stumbled onto the exit ladder of the building and fell 3 steps, causing twisting of the ankle and grating on the cinnamon",1,11,8,6,44,2,4,"['leave', 'company', 'employee', 'stumble', 'onto', 'exit', 'ladder', 'build', 'fell', 'step', 'cause', 'twist', 'ankle', 'grate', 'cinnamon']",leave company employee stumble onto exit ladder build fell step cause twist ankle grate cinnamon
189,2016-12-08,1,3,2,3,4,1,1,16,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy.",1,12,8,5,48,3,4,"['ore', 'transport', 'work', 'bin', 'fill', 'tenth', 'mine', 'car', 'ore', 'assistant', 'position', 'platform', 'hopper', 'place', 'wooden', 'board', 'pistons', 'chain', 'avoid', 'fall', 'fin', 'track', 'time', 'fragment', 'rock', 'cmx', 'roll', 'load', 'hit', 'distal', 'phalanx', 'fourth', 'finger', 'leave', 'hand', 'assistant', 'time', 'accident', 'wear', 'safety', 'gloves', 'pad', 'type', 'hopper', 'time', 'accident', 'zero', 'energy']",ore transport work bin fill tenth mine car ore assistant position platform hopper place wooden board pistons chain avoid fall fin track time fragment rock cmx roll load hit distal phalanx fourth finger leave hand assistant time accident wear safety gloves pad type hopper time accident zero energy
190,2016-08-14,1,1,2,3,4,1,2,16,"In circumstances, the drilling assistants proceeded to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured employee used his rubber gloves and the work area was well lit.",1,8,14,4,31,4,3,"['circumstances', 'drill', 'assistants', 'proceed', 'assemble', 'inner', 'tube', 'barel', 'injure', 'person', 'retract', 'inner', 'tube', 'head', 'throw', 'manually', 'towards', 'top', 'catheter', 'inclination', 'continue', 'perforation', 'moment', 'glove', 'leave', 'hand', 'hook', 'speart', 'point', 'push', 'leave', 'hand', 'edge', 'box', 'barel', 'originate', 'injury', 'time', 'accident', 'injure', 'employee', 'use', 'rubber', 'gloves', 'work', 'area', 'well', 'light']",circumstances drill assistants proceed assemble inner tube barel injure person retract inner tube head throw manually towards top catheter inclination continue perforation moment glove leave hand hook speart point push leave hand edge box barel originate injury time accident injure employee use rubber gloves work area well light
191,2016-08-14,2,8,1,1,3,1,1,23,"The employee Mr. Nilton made the opening of the visit to unclog, at this moment occurred projection of hot material, occurring the accident.",1,8,14,4,31,4,3,"['employee', 'nilton', 'make', 'open', 'visit', 'unclog', 'moment', 'occur', 'projection', 'hot', 'material', 'occur', 'accident']",employee nilton make open visit unclog moment occur projection hot material occur accident
192,2016-08-15,1,1,2,1,4,1,2,16,"While maintaining the ramp 604, when placing the first cloth for the overlap with the previous mesh; the operator will check the work front, then return to the back of the team to coordinate with his assistant, at which time a fragment of rock (Weight: 0.42 kg) of the non-sustained area will be detached, which impacts on the arm of the team and reaching by bounce the collaborator causing the injury. The one involved made use of all their EPPs. At the time of the incident the assistant was in the back of the team preparing the support mesh.",1,8,15,2,32,4,3,"['maintain', 'ramp', 'place', 'first', 'cloth', 'overlap', 'previous', 'mesh', 'operator', 'check', 'work', 'front', 'return', 'back', 'team', 'coordinate', 'assistant', 'time', 'fragment', 'rock', 'weight', 'non', 'sustain', 'area', 'detach', 'impact', 'arm', 'team', 'reach', 'bounce', 'collaborator', 'cause', 'injury', 'one', 'involve', 'make', 'use', 'epps', 'time', 'incident', 'assistant', 'back', 'team', 'prepare', 'support', 'mesh']",maintain ramp place first cloth overlap previous mesh operator check work front return back team coordinate assistant time fragment rock weight non sustain area detach impact arm team reach bounce collaborator cause injury one involve make use epps time incident assistant back team prepare support mesh
193,2016-08-18,1,3,2,1,3,1,1,16,"At level 3450 access 4 A2, the operator of the Scissor # 200 performed the support of the crown, at which time a piece of rock (13cmx6cmx2cm; 54g) passes between the cocada of the support mesh, from a height of 1.60 meters, towards the platform of the team breaking into particles one of which reaches his right eye causing the injury.",1,8,18,5,32,4,3,"['level', 'access', 'operator', 'scissor', 'perform', 'support', 'crown', 'time', 'piece', 'rock', 'cmx', 'cmx', 'pass', 'cocada', 'support', 'mesh', 'height', 'meter', 'towards', 'platform', 'team', 'break', 'particles', 'one', 'reach', 'right', 'eye', 'cause', 'injury']",level access operator scissor perform support crown time piece rock cmx cmx pass cocada support mesh height meter towards platform team break particles one reach right eye cause injury
194,2016-08-19,1,3,2,1,3,1,1,16,"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves.",1,8,19,1,32,4,3,"['level', 'access', 'operator', 'scissor', 'carry', 'support', 'right', 'gable', 'platform', 'arrange', 'place', 'split', 'set', 'drill', 'squat', 'position', 'introduce', 'bolt', 'moment', 'cocada', 'support', 'mesh', 'fall', 'crown', 'piece', 'rock', 'cmx', 'cmx', 'approximate', 'height', 'impact', 'cervical', 'region', 'collaborator', 'cause', 'lesion', 'describe', 'time', 'accident', 'crown', 'hold', 'collaborator', 'use', 'safety', 'glass', 'gloves']",level access operator scissor carry support right gable platform arrange place split set drill squat position introduce bolt moment cocada support mesh fall crown piece rock cmx cmx approximate height impact cervical region collaborator cause lesion describe time accident crown hold collaborator use safety glass gloves
195,2016-08-22,2,5,1,1,3,1,1,20,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",1,8,22,2,33,4,3,"['employee', 'perform', 'cut', 'activity', 'carbon', 'steel', 'pipe', 'attach', 'band', 'saw', 'machine', 'due', 'uneven', 'weight', 'distribution', 'tube', 'move', 'downward', 'end', 'project', 'upwards', 'press', 'thumb']",employee perform cut activity carbon steel pipe attach band saw machine due uneven weight distribution tube move downward end project upwards press thumb
196,2016-08-24,2,5,1,1,2,1,1,6,"The servant would remove the dishes from the bowl of the sink and when picking up a set of plates, there was one of them with the broken / broken edge, causing injury to his 3rd chiropactyl from his right hand.",1,8,24,7,33,4,3,"['servant', 'would', 'remove', 'dish', 'bowl', 'sink', 'pick', 'set', 'plat', 'one', 'break', 'break', 'edge', 'cause', 'injury', 'chiropactyl', 'right', 'hand']",servant would remove dish bowl sink pick set plat one break break edge cause injury chiropactyl right hand
197,2016-08-25,1,3,2,1,4,1,1,16,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.",1,8,25,5,33,4,3,"['time', 'collaborator', 'perform', 'evacuation', 'inchancables', 'mine', 'present', 'strip', 'phase', 'notice', 'piece', 'support', 'mesh', 'position', 'frame', 'return', 'belt', 'several', 'attempt', 'remove', 'mesh', 'belt', 'movement', 'use', 'metal', 'rake', 'support', 'mesh', 'yield', 'move', 'direction', 'rotation', 'return', 'belt', 'hit', 'collaborator', 'hand', 'metal', 'structure', 'cause', 'contusion', 'leave', 'hand', 'time', 'accident', 'employee', 'use', 'leather', 'gloves']",time collaborator perform evacuation inchancables mine present strip phase notice piece support mesh position frame return belt several attempt remove mesh belt movement use metal rake support mesh yield move direction rotation return belt hit collaborator hand metal structure cause contusion leave hand time accident employee use leather gloves
198,2016-08-24,1,1,2,1,2,1,1,16,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",1,8,24,7,33,4,3,"['topographic', 'survey', 'stp', 'east', 'zone', 'victim', 'worker', 'decide', 'continue', 'work', 'stp', 'west', 'injure', 'person', 'walk', 'behind', 'worker', 'meter', 'arrive', 'load', 'zone', 'intersection', 'rpa', 'injure', 'person', 'ask', 'sccop', 'operator', 'stop', 'pass', 'equipment', 'stop', 'victim', 'pass', 'behind', 'partner', 'stick', 'gable', 'try', 'avoid', 'accumulation', 'water', 'take', 'third', 'step', 'puddle', 'injure', 'person', 'step', 'false', 'fall', 'floor', 'cause', 'injury']",topographic survey stp east zone victim worker decide continue work stp west injure person walk behind worker meter arrive load zone intersection rpa injure person ask sccop operator stop pass equipment stop victim pass behind partner stick gable try avoid accumulation water take third step puddle injure person step false fall floor cause injury
199,2016-08-29,2,5,1,1,2,1,1,4,"The employee reports that after carrying out activity in the area of ​​the Expedition was to remove the overalls and had contact with material that contaminated the sleeve, which caused 1st degree burn in the right forearm.",1,8,29,2,34,4,3,"['employee', 'report', 'carry', 'activity', 'area', 'expedition', 'remove', 'overalls', 'contact', 'material', 'contaminate', 'sleeve', 'cause', 'degree', 'burn', 'right', 'forearm']",employee report carry activity area expedition remove overalls contact material contaminate sleeve cause degree burn right forearm
200,2016-08-27,1,6,1,1,2,1,1,22,"At 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. Immediately he was referred to the medical service.",1,8,27,3,33,4,3,"['hours', 'row', 'cell', 'suction', 'partner', 'remove', 'suction', 'hose', 'untimely', 'splash', 'electrolyte', 'solution', 'leave', 'eye', 'immediately', 'refer', 'medical', 'service']",hours row cell suction partner remove suction hose untimely splash electrolyte solution leave eye immediately refer medical service
201,2016-08-30,2,8,1,2,2,0,3,16,"During the execution of the area cleaning activity using a hoe, the employee hit against a fixed metal structure in the area, coming to reach the abdomen on the left.",1,8,30,6,34,4,3,"['execution', 'area', 'clean', 'activity', 'use', 'hoe', 'employee', 'hit', 'fix', 'metal', 'structure', 'area', 'come', 'reach', 'abdomen', 'leave']",execution area clean activity use hoe employee hit fix metal structure area come reach abdomen leave
202,2016-08-30,1,6,1,1,2,1,2,16,"Collaborator was cleaning the sink of the Copper repulping area, at the moment of filling the truck with the shovel, he projects sludge towards the lenses; soiling them and obstructing vision. The worker indicates that when removing the lenses to clean them, some mud particles enter the left eye causing discomfort. It is referred to the medical center for the corresponding attention.",1,8,30,6,34,4,3,"['collaborator', 'clean', 'sink', 'copper', 'repulping', 'area', 'moment', 'fill', 'truck', 'shovel', 'project', 'sludge', 'towards', 'lenses', 'soil', 'obstruct', 'vision', 'worker', 'indicate', 'remove', 'lenses', 'clean', 'mud', 'particles', 'enter', 'leave', 'eye', 'cause', 'discomfort', 'refer', 'medical', 'center', 'correspond', 'attention']",collaborator clean sink copper repulping area moment fill truck shovel project sludge towards lenses soil obstruct vision worker indicate remove lenses clean mud particles enter leave eye cause discomfort refer medical center correspond attention
203,2016-01-09,2,5,1,2,4,1,3,15,"The clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw, which cut the glove and caused a wound in his right hand.",1,1,9,3,0,3,1,"['clerk', 'cut', 'excess', 'fiberglass', 'pass', 'box', 'contact', 'blade', 'marble', 'saw', 'cut', 'glove', 'cause', 'wind', 'right', 'hand']",clerk cut excess fiberglass pass box contact blade marble saw cut glove cause wind right hand
204,2016-02-09,1,3,2,1,1,1,2,16,"At level 4150 (+80) Unicon plant the collaborator was doing shuttering work in the concrete water sedimentation basin, at the moment of nailing a wood as it supplies on another 4 x 4 inch strip, he feels that the metallic hammer loosen the wooden handle and to fix it, he grabs the hammer by the head and hits the handle vertically on a wood, generating the injury. At the time of the accident the employee did not use his safety gloves.",1,2,9,6,5,3,1,"['level', 'unicon', 'plant', 'collaborator', 'shutter', 'work', 'concrete', 'water', 'sedimentation', 'basin', 'moment', 'nail', 'wood', 'supply', 'another', 'inch', 'strip', 'feel', 'metallic', 'hammer', 'loosen', 'wooden', 'handle', 'fix', 'grab', 'hammer', 'head', 'hit', 'handle', 'vertically', 'wood', 'generate', 'injury', 'time', 'accident', 'employee', 'use', 'safety', 'gloves']",level unicon plant collaborator shutter work concrete water sedimentation basin moment nail wood supply another inch strip feel metallic hammer loosen wooden handle fix grab hammer head hit handle vertically wood generate injury time accident employee use safety gloves
205,2016-04-09,1,3,2,1,3,1,2,16,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",1,4,9,3,13,1,2,"['surface', 'din', 'room', 'employees', 'unit', 'collaborator', 'perform', 'chicken', 'habilitation', 'lunch', 'use', 'kitchen', 'knife', 'come', 'contact', 'distal', 'part', 'second', 'finger', 'leave', 'hand', 'cause', 'injury', 'describe', 'accident', 'employee', 'use', 'specific', 'height', 'gloves', 'type', 'work']",surface din room employees unit collaborator perform chicken habilitation lunch use kitchen knife come contact distal part second finger leave hand cause injury describe accident employee use specific height gloves type work
206,2016-03-09,1,4,2,3,4,1,1,16,"During the maintenance work of the vertical pump (8 "") of zinc concentrate, the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer, instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part, at which time she is released and turns untimely, hitting the middle finger of the injured person's right hand against a 12 ""trellex hose.",1,3,9,7,9,1,1,"['maintenance', 'work', 'vertical', 'pump', 'zinc', 'concentrate', 'three', 'mechanics', 'perform', 'lift', 'maneuver', 'able', 'position', 'pump', 'drawer', 'instants', 'pump', 'become', 'clog', 'reduce', 'space', 'work', 'area', 'order', 'release', 'pump', 'place', 'young', 'lady', 'lower', 'part', 'time', 'release', 'turn', 'untimely', 'hit', 'middle', 'finger', 'injure', 'person', 'right', 'hand', 'trellex', 'hose']",maintenance work vertical pump zinc concentrate three mechanics perform lift maneuver able position pump drawer instants pump become clog reduce space work area order release pump place young lady lower part time release turn untimely hit middle finger injure person right hand trellex hose
