Injury Level,Final Narrative
1,An employee suffered a crushing/amputation injury to the right little finger while working on the coil conveyor line in the packaging department.
2,"An employee slipped/tripped and fell in the concrete parking lot while running to his automobile in the rain at an administrative building. The employee severely strained his right hamstring and sustained an abrasion on his right knee, as well as abrasions on the palms of both hands."
2,"A crew worked doing line clearance tree trimming.  An employee not involved in the tree felling operation stood 35 feet from a cherry tree to be felled.  Employees working from bucket trucks limbed the cherry tree to a height of 18 feet.  Then, an employee manually felled the cherry tree.  The cherry tree had a small limb that remained on the back side.  When the employee felling the cherry tree made the back cut and the cherry tree fell, the remaining limb on the cherry tree struck a nearby ash tree.  The ash tree stood 40 feet high.  Because the ash tree was dead, it became uprooted when struck by the falling cherry tree.  When the ash tree fell, it struck the employee standing 35 feet away from the cherry tree.  This employee suffered a dislocated hip, contusions, and a possible concussion.  The employee was hospitalized for his injuries."
2,An employee was hospitalized after the skid steer loader he was working on rolled over his feet.
2,"A bag of ice on a pallet in the walk-in freezer had a tear, and some of its ice cubes fell onto the floor. An employee went into the walk-in freezer to get product and stepped onto one of the ice cubes, causing the employee to slip, fall, and break the right hip."
2,An employee checking bulk tankers on a trailer platform fell approximately 3 feet while stepping down. The employee was hospitalized with a fractured tibia and fibula and a dislocated ankle.
2,"An employee was cleaning out the floor scrubber using a water hose. He went to turn off the fountain and slipped, injuring his left hip."
2,An employee placed her hand between the door and door frame and pinched her left pinky finger. Her fingertip was crushed.
1,"On 5/21/15, an employee was using a panel cutting machine. When he changed the length of the panel, his hand got caught by the blade, amputating three fingers."
1,"An employee was working in the mold department with the mixing machine. While the employee was pushing the mixing machine, his hand slipped into the mixer. His left index, middle, and ring fingers were amputated."
2,An employee was setting up on block one when his left-hand middle and ring fingers got crushed by a cylinder.
1,"An employee removing a brush guard got their finger caught between the vehicle chassis and brush guard, amputating the left index fingertip."
2,"An employee was lowering a fire hose off of the side of a ship using a rope when the rope became tangled around his index finger, amputating it at the first knuckle. The employee was hospitalized."
2,An employee operating a forklift turned to back up and his arm went numb. The employee was hospitalized overnight.
2,An employee was moving backwards with a loaded pallet jack when he tripped and fell back on his hip area. The injury led to a pelvic fracture and hospitalization.
1,"An employee was operating an ammunition loading machine. One cartridge did not have a bullet seated in the opening, so he reached into the opening to remove the faulty cartridge. His finger got caught by the transfer bar (feeding mechanism)."
2,An employee was tying off pipes in a partial trench when the trench buried the employee's leg. The employee was hospitalized.
1,"On May 21, 2015, at approximately 3:00 p.m., an employee was running the milling machine when his glove got caught in the milling cutter, amputating his right index finger."
2,An employee slipped and fell on chicken grease while cleaning up a rotisserie chicken that a customer accidently dropped on the floor.
1,"An employee was cleaning an auger on a production line. He suffered a finger amputation when he reached into the 8-inch auger, which came down on his finger."
2,An employee was webbing up and feeding paper into a commercial offset web press. He used his right hand to unjam some paper when his hand and fingers got caught and pinched between the blanket cylinders of the press.
2,"An employee was feeding paper into a conveyer belt to be shredded. He saw some paper under the belt and reached for it. His glove became caught in the conveyer belt, which pulled his left hand and forearm over and under the rollers, resulting in a crushing injury. He was hospitalized."
1,An employee on the north end of the veneer-cutting area was cutting 80-inch by 5.5-inch veneer on a table saw. The employee grabbed the cut from the front of the table saw while it was running. The blade caught the glove on the employee's left index finger and amputated the finger at or near the first knuckle. All guards were in place at the time.
2,An employee was cutting grass on the north side of Interstate 75 where the ground sloped. The riding mower started to slide; the employee removed his seat belt to get off of the mower. He slipped and his right leg got caught under the mower.
2,"On May 21, 2015, an employee slipped and fell and was hospitalized with a fractured hip."
2,An employee being trained on pallet-jack operation crashed against pallets.
2,"An employee was in the restroom on the morning of 05/22/2015. After washing her hands, she reached for the paper towel dispenser, and then slipped on the floor as a result of water droplets.  She fell backwards and landed on her right arm fracturing her humerus."
2,An employee's leg was pinned by elevator doors.
2,"On or about May 22, 2015, an employee was cleaning with a sweeper and tripped over the cord and fell. The employee broke a bone in the left arm between the elbow and the wrist and hurt a hip."
1,"A wooden pallet got stuck on a roller conveyor.  The employee hooked a chain onto the pallet and the other end onto the mast of a forklift.  As the employee hooked the chain onto the mast of the forklift, the forklift operator side shifted the forklift mast, causing the employee's finger to get pinched between the hook on the chain and the forklift mast.  The employee suffered a fingertip amputation of his right index finger."
2,An employee smashed the middle two fingers of the left hand while connecting two beams.
2,An employee had three fingers amputated after reaching into a machine through an unguarded opening.
2,"An employee fell while pulling a tarp over a pit, breaking his hip and requiring hospitalization."
2,An millwright working on a fan in the feed house suffered an amputation of his left pinky finger while rolling a fan belt back onto a pulley.
2,An employee was working outside at the rear of the facility. A forklift operator was emptying a load of boxes into the trash compactor and struck the employee on the side of her head just below the ear. The employee sustained a fracture to the bone below the ear. It is unknown if the forks or the boxes struck the employee.
1,An employee was working on a mobile conveyor system when his thumb got caught and injured.
2,"On May 22, 2015, a contractor had removed the stairs from a job trailer in order to install skirting around the trailer.  An employee, who had not heard the warning of the contractor, exited the trailer and fell 40 inches to the gravel below.  The employee fractured his right leg and was transported to a local hospital."
2,An employee was clearing the bottom of an underpinning excavation when the ceiling collapsed and he became pinned under a large granite rock from the old foundation they were underpinning.  The employee was hospitalized and received surgery to repair broken bones in his back.
1,An employee suffered an amputation of two fingers on the right hand when a concrete truck lurched backwards crushing the employee's fingers between the delivery chute and an adjacent wall.
2,An employee working from a ladder to put up bird netting fell 15 feet to the ground below and broke a wrist and cracked the pelvis.  The employee was hospitalized overnight and had surgery on the wrist the following day.
2,"Employee tripped over a fixed safety cable while working on a roof, resulting in a dislocated ankle which required in-patient hospitalization and surgery."
2,An employee was hospitalized after a sliver from a wire brush punctured his finger and the wound became infected and needed surgery.
1,Employee was stowing a wheelchair in the bus when she got her finger caught in a pinch point amputating the tip of the right index finger.
2,"An employee was setting trusses on the second floor. A truss shifted causing the employee to lose balance and fall approximately 25 feet to the floor. The employee was hospitalized with a broken arm and head, nose and left hand injuries."
1,An employee was injured when working on a conveyor.
2,An employee was on a wooden structural wall pouring concrete when the machine started to malfunction. He jumped from the wall and broke a leg.
1,An employee experienced a fingertip amputation while working on a piece of machinery.
2,An operator was instructing a new employee how to operate the hydro blasting machine when it suddenly actuated. The operator suffered injuries to the hand and was admitted to the local hospital for surgery.
2,An employee fell at the end of her work shift while descending a set of wooden stairs fracturing her right tibia and requiring surgery to repair.
2,"The employee was in the mezzanine pulling tires for a vehicle that was being serviced.  While walking to the mezzanine stairs, he stepped inside of a tire.  As he raised his foot to walk, his heel got caught causing him to lose balance.  He landed on his right knee.  The employee felt he could continue working and did not request medical attention.  He worked the remainder of his shift.  Three weeks later the employee was admitted to the hospital for an infection to the injured knee."
2,An employee was working on an A/C unit when the blade struck his right hand little finger.
1,An employee was rolling a piece of steel in a roller and caught his right pinky finger in the roller. The fingertip was amputated.
2,On 5/22/2015 the injured worker tripped over rebar lying on a pallet and fell breaking his leg above the ankle. The break required surgery to repair.
2,An employee was climbing over a pallet of product when he got his foot caught and fell off the pallet breaking his knee cap.
2,An employee broke an arm while attempting to assist a box of product along the conveyor belt.
2,An employee was coming out of a portable restroom (Port-O-John) when a forklift truck struck and fractured the employee's right leg. The employee was hospitalized.
1,"An employee was cleaning an actuator valve for an R&D project. He activated the valve, which opened it. When he then deactivated the valve, he did not remove his finger, and the valve caught his fingertip. He pulled his finger away, removing the pinky fingertip skin on his left hand."
2,An employee was unloading empty drums from a trailer when he stepped off of a pallet and broke his leg.
2,"On Friday 05/22/15 in the afternoon, an employee was cleaning an empty apartment while wearing rubber gloves. There was a break in the gloves and dirty water from a bucket contacted a pre-existing wound on the right hand causing injury such as, swelling, redness and pain to the hand.  He was transported to the hospital for treatment."
2,An employee received a severe laceration on left thumb while operating a cutting saw. The accident occurred on 5/23/2015 at 11:45am.  The employee was hospitalized.
2,An employee was pushing a cart with steel louvers on the cart. The steel louvers slipped off and crushed the big toe on his left foot.
2,An employee was moving a cement head that weighs approximately 400 lbs when it fell onto the employee's left foot.
1,"On May 24, 2015, an employee was removing a battery from a Crown Lift Truck with the help of a second employee. During the removal, the battery slipped and fell onto the injured employee's right hand crushing multiple fingers and amputating the right index fingertip."
2,"On May 24, 2015, an employee working near a mud pump suffered an injury to his right leg/knee when he was struck by fluid under pressure when a hose ruptured."
2,An employee received a burn to the right forearm due to contact with an electrical power line while operating an articulating boom truck.
2,While exiting a room an employee slipped on a tray that was left by the door causing her to fall and break her right arm.
2,An employee working on a ship was installing a valve into a pipeline.  The employee slipped and a toe was caught between the valve and pipeline.
2,An employee was shot in the abdomen during an attempted robbery.
2,An employee was lifting a bag from the baggage carousel onto the baggage cart when the employee felt a sharp pain in his abdomen.  The employee had emergency surgery.
2,An employee was hospitalized with a fractured femur after slipping on a nacho lid and falling in the store.
2,"An employee was admitted to the hospital for burns on the left arm and abdomen from Ster-Bac, a liquid quaternary ammonia sanitizer."
1,An employee's right thumb was pinched between the pattern hanger bar and the base of the machine swing arm on a vertical molding machine.
1,An employee climbed on top of a chair to make an adjustment to an extruder (E2).  The employee got the middle finger on his right hand caught in rollers causing a partial amputation.  
2,An employee's foot was caught between the PIT he was operating and another parked PIT. The injury resulted in overnight hospitalization and surgery.
2,"An employee was admitted to the hospital for 1st and 2nd degree burns sustained to 40-50 percent of the body after coming in contact with hot pulp and fluids while emptying ""junk"" traps."
2,"On or about May 25, 2015 at 8 pm, an employee received second degree burns on her hand, leg, and foot from hot oil.  The employee was dumping a bucket of hot oil when her hand slipped off and the hot oil splashed her."
2,"An employee was using a chain saw while ""bucking"" logs at a small (1/10 acre) forest fire.  The employee suffered second and third degree burns on the arms, neck and face when the chain saw failed/exploded/flashed."
2,An employee fell approximately 12 ft. to the ground while installing a valve on a aircraft engine. The employee sustained a fractured wrist and head trauma.
2,An employee was changing out a needle board. The new one he was putting in fell and scratched his hand.  An infection developed and the employee was later admitted to the hospital.
2,"On or about May 25, 2015, at 4:00 pm an employee was supporting a highly mobile resistant resident and fractured her back.  Later, she had trouble moving her feet and was hospitalized for treatment."
2,"The employee was operating a sit-down forklift to load an outbound trailer. Upon forward motion by the trailer, the employee was struck by a metal strap which became dislodged from the interior of the trailer.  The metal lacerated the left leg."
2,"On 5/26/2015, an employee was on a ladder about 4 to 5 feet from the ground and close to the trash chute. When he was reaching over to secure plywood, he lost balance and fell injuring his left leg and wrist."
2,"A four inch diameter drill casing used to load shot when blasting for bridge footings approximately 100 feet deep exploded.  The employee was in a designated area assigned for loading the shot.  The shot was complete and clean-up was being performed.  Once the shot has been ignited in the casing, the casings are retrieved and placed into a scrap trailer.  An employee was attempting to cut the casing with a cutting torch to fit into the scrap trailer when the casing exploded. The employee's face and arms were cut requiring stitches.  He also has ringing in his left ear."
2,"An employee was on a ladder. While coming down the ladder, he missed the bottom step and fell to the ground breaking his hip."
2,Employee was roll forming steel when his left hand and arm were caught in the rollers. Employee underwent emergency surgery and was hospitalized overnight.
2,"Two employees were working in an excavation placing concrete with a bucket attached to an excavator when the bucket fell from the excavator, striking both of them."
2,An employee was thrown from an ATV and sustained two cracked vertebrate and three broken ribs.
2,An employee was deep cleaning a classroom when he slipped on the wet floor and fractured the right hip.
2,An employee was exiting the forklift truck when he slipped and fell to the ground. The operator suffered a broken femur and was admitted to the local hospital.
1,An employee amputated the left ring finger while operating a cleat maker machine.
2,"On May 26, 2015, the employee was delivering mail on his route when he collapsed."
2,An employee was standing at a forklift removing the propane tank when a front-end loader backed into him.  His hip and back were crushed and he was hospitalized.
2,"The injured employee was about to start loading a truck from the mattress staging area which was approximately 7'.  The mattress was standing upright and lined up to form a wall to be loaded onto the truck.  As the injured employee step out of the staging area (blind spot), another associate operating the forklift, could not stop in time and ran over the injured employee's left foot."
2,"An employee walking from the deli department slipped on a piece of lunch meat and fell, fracturing her hip and femur."
2,"On or about May 26, 2015, an employee was hospitalized when struck-by steel angle iron material on a crane."
2,An employee was shot by a customer while working.
2,"An employee was setting up the in-line vacuum forming machine line. The guard was off at the time of the incident and the interlock held down with a clamp. At the trim press stage, the employee came in contact with the steel rule die and amputated the index and middle fingers on the right hand."
2,"The employee, a rural mail carrier, observed a pick-up truck traveling towards her at a high rate of speed and possibly out of control. She was operating a personal vehicle, and pulled over to avoid the pick-up. The pick-up truck struck the employee's vehicle causing the air bags to deploy. The employee suffered broken ribs."
2,"An employee was standing on a stock picker loading freight onto a pallet when he slipped and fell approximately seven feet injuring both wrists, an eye, and his neck and head. The employee was not wearing a harness at the time of the incident."
1,An employee was changing out a coil using an indoor crane and rigging chain. His hand was caught  between the coil and rigging chain amputating his right index finger.
2,An employee was climbing up a ladder and slipped and fell onto his ankle. The employee was hospitalized.
2,An employee was retrieving bolts from a cardboard box onsite when he was bitten on his right hand middle finger by a copper head snake that was in the box. The employee had a reaction to the anti-venom and was hospitalized.
2,"A housekeeping employee received an eye injury while mopping the floors.  The employee had placed the mop in the bucket and turned away.  While the employee was turning back around to get the mop, the handle slipped from its original position and struck the employee in the eye."
2,"On or about May 26, 2015, at 1:30 am, an employee was removing a half barrel keg from a second layer.  The keg, weighing approximately 175 pounds, fell approximately 3 1/2' hitting the employee's foot/toe.  The foot became swollen and the employee had surgery on the foot and was subsequently hospitalized."
1,An employee was adjusting the rail on a bed and caught his left pinky finger in the rail.  The fingertip was amputated.
2,An employee was delivering mail when the employee felt knee pain. The employee was admitted to the hospital due to a knee injury that is resulting in surgery.
2,"An employee was making an adjustment on KVAL door manufacturing equipment during which time his hand slipped off of a wrench and came in contact with the rotating, boring bit, causing the loss of skin and a bone on the back of his hand."
2,An employee operating a runner injured his left foot while making a U turn.
2,An employee was struck by fragmented pieces of a grinding disk and was hospitalized as a result.
2,"An employee fell from an access platform behind the cab of the truck, falling approximately 3ft onto the pavement and breaking his right femur. The employee was admitted to hospital for treatment of his injuries."
2,An employee lacerated his right hand and was hospitalized.
1,"An employee was adjusting a belt on an HVAC compressor. The pulley kicked on and the speed of the belt injured the employee, resulting in fingertip amputations on the index and middle fingers of the left hand."
2,"An employee was working in the back room doing salad prep.  While sweeping up lettuce from the floor, the employee bent down to pick something up and tripped on a drain cover in the floor. This caused the employee to fall and fracture the left femur. The employee was admitted to the hospital for surgery."
2, An employee was working on a pallet dismantler machine when his right hand was caught in the  machine while removing a piece of wood that was causing a jam.  The tip of the employee's right thumb was amputated as a result.
2,The employee slipped and fell on the way into work. The employee was admitted to the hospital and had surgery for a fractured left femur.
2,An employee experienced an amputation injury around 10:50 A.M. on 5/26/2015.
2,An employee slipped and fell to the ground while accessing a loader. The employee broke his collar bone.
2,An employee was removing material from the attic of the church and fell approximately eight feet through a section of the ceiling landing on the floor.
2,An employee injured the right ankle while exiting a stall in the restroom.  The employee required surgery and hospitalization as a result.
2,"An employee working as a loader at the warehouse and was cleaning the bottle rack located outdoors when a venomous snake, believed to be a Copperhead, bit the employee's right index finger. The employee was admitted to the hospital for treatment."
1,An employee suffered the amputation of the right pinky fingertip while trying to secure an access panel that guards a rotating auger.
2,An employee was lifting a battery and suffered a hernia.  The employee was taken to the hospital and kept for surgery.
2,"An employee was operating a Lectro P.I.V. and struck a PCA air handler while in route to meet a flight.  The employee suffered a lacerated liver, chipped vertebra, and bubbles in the intestine."
1,"An employee was lifting a lid on a tumbler vat that hinged at the bottom and swung downward. The employee was using a chain to lift the lid and the chain slipped catching the employee's left ring finger, removing the fingernail and underlying skin."
2,"A temporary employee was loading an aluminum casting onto a CNC fixture. She placed her hand on the casting to hold it in place until the clamp locked. The clamp grabbed her right glove, smashing her thumb."
2,A residential trash collection employee was hospitalized after succumbing to dehydration and heat cramps.
2,"An employee was sorting parts in the parking lot when a semi-truck owned and operated by the employer backed into him, causing a right leg laceration and fracture. The employee was taken to the hospital and admitted overnight for observation."
2,"The employee was on site in Claremont, FL taking down a scaffold and moving material. He complained to the site supervisor that he was not feeling well. The employee began to cramp after sitting down and drinking some water. The employee was taken to the hospital and admitted overnight for observation and IV fluids."
2,An employee performing diagnostic tests on a crane fell approximately 7.5 feet through an open hatch and was hospitalized.
2,On or about 05/27/2015 an employee came into contact with an energized cable.
2,"On May 27, 2015 at approximately 1:30 p.m., an employee received 2nd and 3rd degree electrical burns to approximately 55% of his body when a crane boom contacted overhead power lines and the employee came in contact with the crane."
2,"An employee was working to remove a tire from a trailer at the trailer shop on the south side of the property. The tire exploded and caused a second tire to hit him. The employee suffered multiple fractures in his leg, neck, and ribs."
2,An employee received an amputation of the right hand while operating a mechanical power press.
2,"On May 27, 2015 at 14:30 the employee amputated four fingers (all except the thumb) on his right hand while operating a press brake machine."
1,"A temporary employee was setting up a precast form onsite. The employee was attempting to insert a safety pin into the precast form bracket. As he was inserting the pin, his left middle finger was caught between the form and the bracket which crushed/pinched the tip of employee's finger. There was no bone loss; only skin and finger nail."
2,An employee was removing a section of pipe when the wrench slipped and the employee fell backwards breaking his right leg just above the ankle.
2,An employee fell from a ladder.
2,Employee was driving a mini bus in San Antonio City and was involved in a head on collision. The employee was admitted to the hospital for surgery to treat a laceration to right eye.
2,An employee slipped off a scaffold that was 45 feet high while hanging curtains from the ceiling of the sanctuary on 5/27/2015 at 8:35pm.
2,"An employee removed a guard on the ST04 to clear a jam in the packaging film.  After clearing the jam, the employee removed meat from the pockets to be rerun.  The employee reached in the seal head area which had a sensor that triggered the lift to raise the form box to the seal head.  The employee's left hand was caught between the seal head and the form box.  The employee sustained third degree burns to the top of their left hand and two broken fingers.  "
2,"An employee was operating a fastener tool. While checking the tightness of bolts, he lost balance and pinched his right hand pinky finger between the fastener tool and the wall. Employee suffered an open fracture of the right hand pinky finger and was hospitalized."
1,An employee cut the tip of the finger off using a paper cutter. 
2,An employee was bitten by an insect while cleaning and the employee was allergic to the insect; the employee was taken to the hospital.  
2,"The employee was installing plastic electrical conduit onsite. The circuit was energized from a 7200 volt transformer located near the sidewalk. When the employee attempted to connect the conduit to the transformer, his right bicep contacted the transformer. The employee was on his knees when he received the electrical shock and he fell backwards and/or collapsed. He was admitted to the hospital on 5/28/2015 at or around 4:30 p.m. and treated for burns received from the electrical shock."
2,"An employee was putting out a fire that occurred in an auto body paint booth and fell, shattering the right elbow. The employee also suffered burns to the arm and torso."
1,An employee experienced a left thumb amputation when it was caught in a foam machine auger.
2,"On the morning of 5/27/2015, an employee was bitten on the right hand by a stray cat while on break in the dock area of the plant.  Later that night his right hand and arm were swollen and he was in pain.  He was admitted to the hospital overnight for treatment."
2,"Two employees were engaged in a physical altercation and one employee was knocked unconscious, resulting in a hospitalization."
2,An employee brushing walls with a masonry brush near the northwest corner stairway attempted to step from a step ladder onto a scaffold resulting in a fall.  The employee was admitted into the hospital with a collapsed lung. 
1,An employee crushed his left ring and middle fingers while flipping material that was going to be machined into a holding plate fixture.  The 280 pound material was on a sling using a basket configuration in which the sling had two holes attached to the 5-ton crane. His fingers were crushed between the material and the work table resulting in the amputation of the fingertip of the ring finger above the knuckle.
2,An employee was on the ground with a power unit. Another employee was backing up the tug to hook up to the ground power unit.  The employee backing up the tug hit the gas and pinned the injured employee between the tug and the ground power unit.
2,An employee suffered a broken wrist as he attempted to close a container door while sitting on a forklift. The employee's wrist was caught between the door of the container and the cage of the forklift.
1,"Employees were unloading the BOP from the trailer to start nippling up. The injured employee was assisting in the lift and had his hand on one of the cables. His gloved hand was pulled into a pulley when the BOP shifted, resulting in the amputation of the middle fingertip on his right hand."
1,An employee was attempting to realign a part in the rotary stencil machine when he amputated the left index finger.
2,A temporary labor employee was using a grinder outfitted with a cutting wheel to cut metal truss material for the roofers. The employee's glove was caught by the spinning cutting wheel drawing the employee's hand into the cutting blade. The employee suffered lacerations to the wrist and hand area. The employee was sent to the hospital where he was admitted.
1,"An employee was working on a lawn mower on a mower jack with the safety device on. The employee grabbed the safety device and pulled it out causing the lawn mower and jack to lower, catching his left ring finger under the jack. The fingertip was amputated."
1,An employee was removing a brace from a forklift when the brace fell and severed his left middle fingertip.
2,A driver was attempting to deliver packages to a private residence when he was attacked by two pit bulls. The driver sustained injuries to the arm and foot.
2,A propane delivery driver received burns to the face and neck after the relief valve on an underground tank failed spraying propane on the driver.
1,"On or about May 28, 2015, an employee's left index finger was amputated when it was caught in the cutter bar while setting up a pneumatic cutter."
2,"An employee was operating a front end loader to load solid waste/refuse into trucks.  The employee parked the front end loader parallel to a concrete wall.  The employee exited the loader by stepping from the loader onto the concrete wall. The employee slipped off the concrete wall and fell to the ground.  The employee suffered a laceration on the right side of his head, and dislocated his right shoulder.  The employee was hospitalized for surgery to repair his dislocated right shoulder."
2,An employee suffered second degree burns to the right arm and leg while unclogging a hot wax line. The employee was hospitalized.
2,An employee working at the register tripped over a gator cord and fell breaking the left knee.
2,An employee was changing the grinding stone on the grinding  wheel when the grinder came on and the stone broke striking the employee. The employee had surgery for internal injuries.
2,An employee was injured after falling off a step ladder.
2,An employee was using a saw to cut vinyl extrusions and cut his right hand across the knuckles.
1,An employee reached into a crimping machine to unjam product prior to the machine cycling back around to crimp the product and sustained a right index fingertip amputation.
2,"An employee closed a safe door on her thumb, amputating it."
2,An employee walking across the work room floor became tangled in plastic shipping straps used to hold boxes on a pallet and fell on the right knee.  The employee was admitted to the hospital for knee surgery.
1,"An employee was removing a part in a metal stamping die press and once the part was dislodged, it fell onto the employee's left ring finger causing a fingertip amputation."
2,"An employee was inspecting a manhole vault at the intersection of Lyman Street and Centre Street in Newton, Massachusetts. As he transitioned from an extension ladder to the ground level, he fell approximately 11 feet, 7 inches, back into the manhole vault, breaking his right ankle and requiring hospitalization."
2,The driver of an asphalt truck hit the overpass of a bridge.
2,"An employee was unloading a trainer (similar in appearance to a tool box on wheels) from a crate to prepare the crate for repair. As the trainer was being rolled down the built-in ramp using a winch, it started to tip off of the side. The employee attempted to prevent the trainer from falling on its side, resulting in the trainer striking the employee's leg. The employee was hospitalized."
2,Employee strained his back when he was pulling the gas trap lid with his hands.
1,"On or about May 28, 2015, an employee was working on line 1 and suffered a pinky and ring finger amputation injury by coming in contact with a rotating screw auger on the conveyor."
2,"While delivering mail to a private residence, a mail carrier was attacked by a resident's dog.  The carrier received 3 puncture wounds to the arm.  She received treatment the day of the event.  She went to a specialist the next day who admitted her to the hospital."
2,"An employee was struck in the leg by a falling cover to a 55 gallon drum while working in the cover painting area. The employee received a laceration. Later, the employee was hospitalized when the laceration became infected."
2,An agent was climbing a fence to inspect an abandoned house for illegal aliens when he was attacked by a dog.  The agent fell off the fence striking his head and possibly receiving a concussion due to his inability to remember any details of the event.
2,An employee was helping to lower a template that was being suspended by a crane when his right thumb got caught between the template and one of its folding parts. He was taken to the hospital for surgery to repair a broken thumb.
1,An employee had a finger amputation while being trained to run a gas house piston.
2,"The employee, operating a company vehicle, was involved in a two car accident at an intersection.  The employee was hospitalized."
2,"An employee was adjusting belts on the #130 rotary die cutter machine, when a gloved hand was pulled into the rollers breaking two bones in the right forearm."
2,An employee was injured while being transported in a personnel basket by a crane.
2,An employee was replacing a coil. The coil fell and the employee attempted to catch it. The coil lacerated his left hand.
2,"On May 28, 2015, a truck driver entered the scale platform from the opposite direction of its designed use.  The scale platform was designed with a walking surface on the driver's side and a guardrail on the passenger side.  The driver exited his truck and stepped onto the top rail of the guardrail system.  It was raining at the time.  The driver slipped and fell to the ground.  The driver experience a compound fracture to his left arm.  The driver was taken to the hospital, treated, and released the day of the accident."
1,An employee operating a table saw amputated the middle fingertip (down to the nail bed). The table saw was guarded at the time of the incident.
2,"At approximately 7:00 am on May 28th, the employee (a choker setter) was unhooking the choker while another employee was felling a tree below. The tree fell hitting the skyline which ejected trees and the employee into the air. The employee sustained a broken left tibia and fibula when struck by the tree upon hitting the ground."
2,"An employee fell approximately 12 feet, suffering broken ribs and a collapsed lung."
2,"An employee experienced breathing problems and head pain, possibly related to a previous injury. The employee was hospitalized."
2,An employee got caught between a dump truck and bailer belt while trying to clean debris from the bailer. The employee sustained rib and lung injuries.
2,"An employee standing on the second floor of the building fell approximately 10 feet to the floor below, injuring his left arm. He was hospitalized and underwent surgery."
1,"An employee was cleaning the laydown saw table (located at 5225 N. Broadway). The saw blade caught the employee's glove and pulled it into the saw, amputating portions of the right ring and pinky fingers."
2,An employee sustained an abrasion to his head and right hand when he tripped over a pallet while attempting to move a sofa in the warehouse on 5/29/15. He was hospitalized for an infection related to the hand laceration.
2,"An employee's left hand got caught between two sheeter rollers when she lifted the guard to adjust the rolls. She did not break any bones, but was hospitalized for treatment."
2,An employee accidentally hooked up a 55 gallon drum of solvent instead of a 55 gallon drum of waste water to the evaporative machine to perform cleaning operations.  The machine caught on fire on the inside and then created a flash fire on the outside which caused 2nd and 3rd degree burns to both hands and legs of the employee.
2,An employee was struck on the hand by a piece of concrete that fell from the ceiling while sweeping the floor. The employee suffered a partial amputation to the left ring finger.
2,"An employee was attending training and started feeling queasy/lightheaded during the module on blood-borne pathogens. He left the room and sat in the northeast stairway.  A short time later, he fell down the stairs and was found unconscious on the landing below by a coworker. His coworker woke him up and asked if he was okay. The injured employee stated that he was okay, just tired. He was later hospitalized for a skull fracture and concussion."
2,An employee was struck by a steel beam that fell off of a pallet when it was moved.
1,"An employee was placing, compressing, and bolting together large 6x6 or 8x8 cut lumber. The employee's right hand was between two of the boards when the compression began, resulting in a severe crush and subsequent amputation to the second digit of the right pinky."
1,"An employee was working on the bubble-leak tester machine. The employee placed a part inside the machine and engaged it. The machine lowered the part into a water bath and then raised it. As the part lifted, it smashed the employee's middle finger, resulting in an amputation. The machine was not guarded at the time."
2,A maintenance employee cleaning out a machine motor sustained left forearm lacerations when his hand slipped while trying to stand up.
2,"An employee was transporting boxes of chicken tenders with a pallet jack. The load shifted and pinned the employee's finger between a stainless steel table and the pallet jack handle, amputating the top end of the right thumb."
2,An employee fell approximately 4.5 feet from a scaffold while installing ceiling material.
2,An employee pinched two left-hand fingers between the mast and hoist of a moving lift jockey. He was hospitalized and underwent surgery.
2,"An employee used his hand and arm to try to stop a swinging piece of equipment he was moving with an overhead crane. The equipment struck the employee's arm against a guard rail, resulting in a fracture."
2,An employee took a nap in his pickup truck in the shipyard parking lot because he felt sick. Coworkers found him on the ground next to his truck. He was subsequently hospitalized with a fractured C2-vertebra in his neck.
2,An employee was injured in a motor vehicle accident while performing work related duties.
2,An employee was struck in the head while carrying demolition out of a warehouse building.
2,An employee suffered 2nd and 3rd degree burns on the  right hand while working on a yarn roller which required hospitalization.
2,An employee was trimming weeds with a gas powered trimmer near a cement culvert.  The employee noticed a small branch resting in the culvert and tried to reach for it.  The employee slipped and fell approximately ten feet. The employee did not have anything in his hand at the time of the accident.
2,"An employee was working from a scissor lift. A bracket had been removed, and he stepped back and fell from the platform onto his back. He broke three ribs, ruptured his spleen, and fractured three vertebrae. He was hospitalized and had surgery on his ruptured spleen."
2,"An employee was engaged in hands-on training on a side-oriented forklift, observed by a trainer/coach. She pulled down a load from a rack and was preparing to set it on the floor. She moved too close to the rack and her trainer directed her to stop and move to the center of the aisle. She stopped the forklift and had her foot on the pedal with the wheels turned. She intended to move forward, but instead reversed. The forklift swung around 180 degrees, reversed, and went partially under the rack. She hit her back on the rack and stopped the forklift. She was held between the rack and the forklift steering wheel, with her foot on the pedal.  The coach/trainer reached the forklift pedal and joystick from the ground and maneuvered the forklift forward. He helped her down and laid her on the floor. She was hospitalized overnight for lumbar fracture pain management."
2,"On the morning of 5/29/2015, employee arrived at work at 6:00 am.  At about 6:05 he was securing a line to roll a cover on a barge. The hook somehow dislodged and became airborne striking the employee in his left upper arm. The hook was 4"" and weighed approximately 3 pounds. The cover of the barge became wedged and put tension on the line and then the hook became dislodged striking the employee."
2,"An employee was installing/performing work on an HVAC system and had to enter the attic for an undetermined amount of time. The employee came down into the lobby of the facility where work was being performed, collapsed, and lost consciousness."
1,An employee suffered a partial finger amputation while using a cutting machine.
2,"An employee was climbing down the fixed ladder, slipped on the front loader's tire and fell 3.5 feet to the ground. The employee was admitted to the hospital with a broken right hip."
