,Level,input_text_clean
5243,2,employee working maintenance staff removing tight screw wrench wrench slipped hit neck causing hematoma
5244,2,employee lost balance throwing garbage concrete truck platform employee fell approximately foot left elbow required hospitalization
5245,2,employee hospitalized punctured lung cart healthcare linen rolled mechanical trailer lift
5246,1,employee placed right hand top cylinder tamping machine tamper came onto cylinder pinching right little finger causing injury required amputation portion right little finger
5247,1,employee right hand index finger amputated repairing metal polisher
5248,2,employee working dfw terminal cleaning debris extension joint electric hammer tipped fell employee hand employee sustained fractured left middle finger
5249,2,employee cleaning concrete form tipped striking leg fracturing femur
5250,2,june employee speaking supervisor packaging area following conversation started return work area oven crossed transparent curtain adjacent packaging area crossed walkway intersects forklift route forklift driver also approaching intersection reported slowed used horn approached intersection see due obstructed view forklift driver continued driving intersection employee struck forklift fell floor suffered compound fracture left ankle laceration forehead foot leg amputated knee
5251,1,employee left middle fingertip amputated pinched two rack leg bolted together
5252,2,sending air pipe cleaning purpose employee used hammer hit pressurized pipe unclog employee struck pipe strainer lined inside cap flew striking employee forehead employee sustained fracture eye socket skull required surgery
5253,2,employee clearing clogged dust collector pipe employee standing home made platform elevated approximately foot air forklift platform measured approximately foot long inch wide employee stepped side platform platform supported fork platform tipped fork employee fell approximately foot ground employee sustained nine broken rib punctured lung
5254,2,employee fell exiting forklift hit head concrete floor
5255,2,monday june approximately two maintenance employee servicing flexo press flexo department flexo press feed bag printing roller employee tightening driver side chain press proceeded check tension right hand see tight enough employee right hand index finger became caught chain sprocket pinch point resulting fracture injury unknown time sprocket operating manually moved injured employee
5256,2,employee suffered renal kidney failure severe dehydration job driving fuel truck requiring hospitalization
5257,2,employee right heel caught auger installing choke ring press processing room auger caused laceration fracture right heel
5258,2,employee bending sheet metal sheet metal bender got bind working unbind sheet metal piece popped cut right bicep
5259,2,employee fell ladder injured
5260,2,crew member attempting remove blockage discharge line mud pump released striking right calf knocking ground crew member taken hospital medical evaluation treatment transferred another hospital surgery treatment
5261,2,employee possible electric shock performing phase ground work
5262,2,pipe moving conveyor belt struck employee leg employee leg got caught wall conveyor pipe fracturing employee leg
5263,2,employee lifting cylinder plate measurement inch tall inch diameter weight work table make adjustment part dropped striking left foot resulting fracture big second toe well open dislocation third toe required surgery
5264,2,employee sustained facial fracture attempting remove hose water pump
5265,2,employee received burn crush injury engaging maintenance repair work
5266,2,employee knee gave employee fell incurring mild concussion
5267,2,employee working liberty tire recycling glove got stuck tail end pulley area conveyor belt right middle fingertip severed
5268,2,employee fell backwards struck head positioning pallet rope let loose hospitalized result head injury
5269,2,employee using right leg work rest cutting tubing razor blade employee sustained severe right leg laceration hospitalized overnight
5270,2,employee helping coworkers trying undo tension ton come long injured employee struck angle brace come long attached hook come long broke free striking employee lower jaw face
5271,2,employee struck rolling power pole pinned line truck pole
5272,2,employee performing custodial task outside felt light headed went back inside standing dock area hand head resting shovel holding fainted falling ground striking head hospitalized stitch plastic surgeon care
5273,2,night employee walking truck hit yard tractor
5274,2, employee backed company pickup truck knocked tire ran leg knee
5275,2,employee reached line splash board retrieve chicken tender employee hand pulled forward line pulled hand machine caused amputation left index finger
5276,1,employee putting trench box together employee finger got stuck wall horizontal spacing bar box lifted
5277,2,june employee operating hoist lift beef finger got bumped hook hoist rail fracturing index finger injury required surgery
5278,2,employee extension ladder resting truck flat bed ladder slipped fell broke nose hospitalized
5279,2,employee taking cavity cracked mold weighs pound chain attached top mold hold place slack taken chain lift mold employee reached adjust chain left middle finger caught mold chain severing finger finger able attached surgery
5280,2,employee operating bobtail truck delivering fuel employee exiting cab bobtail truck slipped fell
5281,2,employee walking pallet aisle left foot run forklift
5282,2,employee delivering truckload customer shifting freight edge trailer customer access pulling chain attached freight approximately chain broke became detached employee fell back trailer approximately four foot ground admitted hospital patient care three broken rib bruised lung
5283,2,employee unloading truck using piv backed piv truck noticed stock fallen got piv without setting parking brake piv rolled forward pinched employee leg pallet side truck
5284,2,employee working near conveyor conveyor grabbed shirt pulled arm machine injuring right hand
5285,2,employee troubleshooting sensor pallet table laser machine table moved struck employee breaking employee lower leg
5286,2,employee fixing jam automated saw saw still employee fell employee hospitalized sustained broken shoulder blade
5287,2,employee using rolling ladder restock shelf lost balance fell fracturing left leg ladder wheel locked time incident
5288,2,employee drilling pipe hydrogen process unit line flashed hospitalized second degree burn hand neck chest third degree burn fingertip
5289,2,employee amputated left index finger using band saw cut beef shank fabrication department
5290,2,june employee archer pressure pumping hospitalized fell truck onto metal ramp attempting cover equipment truck tarp injured employee standing truck reaching tarp lost balance fell onto ramp striking face ramp result fall employee fractured eye socket check bone right hip right forearm employee hospitalized required surgery repair injury
5291,1,employee loading unloading truck left index finger got caught forklift blade extension mechanism employee suffered amputation tip left index finger
5292,2,employee struck section rebar panel wide long strap used lift came loose employee suffered broken leg
5293,2,aircraft mechanic walking hangar tripped aircraft air conditioning hose employee broke right leg admitted hospital
5294,2,employee process clamping metal pipe pistol clamp machine part slipped fixture foot foot pedal pinning left finger fixture part
5295,2,employee carrying approximately valve bag turned right tripped foot fell concrete surface onto right hip
5296,1,employee suffered finger amputation adjusting pneumatic cylinder press finger caught die
5297,2,following full day work employee began suffering muscle cramp nausea generalized ill feeling taken hospital diagnosed heat exhaustion employee admitted hospital received fluid kept overnight observation
5298,2,room operation executive assistant walking near kitchen slipped fell causing facture knee hospitalized result
5299,2,employee looking frosting freezer slipped fell
5300,2,employee amputated tip thumb meat slicer handle broke
5301,1,employee trying unjam shear caught pinky finger nip point sheer activated employee accidentally stepped pedal resulting amputation injury
5302,2,employee exiting cone trailer slipped step hitting head pavement employee hospitalized concussion
5303,2,employee checking proper alignment hewsaw machine placed left hand saw box thereby crushing resulting amputation pointer pinky finger taken hospital remained overnight surgery attach finger
5304,2,employee suffered gloving injury possible amputation thumb
5305,2,employee performing maintenance machine removed pin part fell struck employee leg causing fracture
5306,2,employee standing break room fell broke hip
5307,2,employee disconnected pipe sanitation wash cycle burned waist hot water
5308,2,employee working foot ladder lost balance trying hold onto electrical drill motor slipped fell
5309,2,employee descending extension ladder working telecommunication cable miss stepped caught leg rung fell four foot ground
5310,2,employee reached pull brick got right arm caught employee injury included torn bicep small cut blood clot arm
5311,2,employee running rod downhole servicing rig pump hit tight spot causing slack rod slack resulted rod elevator breaking allowing rod come loose rod struck employee middle right side back knocked ground
5312,2,employee delivering freight bobtail using electric pallet jack maneuver pallet freight onto lift gate lower pallet ground process fell approximately foot lift gate concrete drive
5313,3,employee breaking concrete hammer drill hit live line two employee sustained degree burn hospitalized
5314,2,new employee observing experienced employee connect yard mule dump trailer fifth wheel yard mule king pin trailer engage driver realize engage injured employee caught cab trailer injured employee hospitalized
5315,1,employee working ton seat belt stamping press manually lubricating die press hit bottle pulled hand press amputating part right pinky finger
5316,2,employee attaching bracket metal stud battery operated drill drill slipped screw phillips head driver bit went employee left ring finger
5317,2,employee working firestone plant scale house discovered gate asphalt silo broken bolt functioning properly attempting replace bolt crowbar slipped struck face admitted patient hospitalization fractured bone eye eye loss damage fractured cheek bone
5318,2,employee slipped climbing scaffold ladder tried catch grabbing onto ladder left arm hit ladder clamp cut open left arm inch wrist inch elbow cut approximately inch
5319,2,employee exposed struck hazard operating break device
5320,2,employee stung bee allergic reaction
5321,2,employee admitted hospital falling ladder breaking leg
5322,2,employee suffered heat exhaustion loading truck
5323,1,employee entered wheeler truck place label shipping load employee exited truck closed truck trailer door left pinky finger finger medically amputated first knuckle fingertip
5324,1,employee lifted hinged cover peanut bin hopper put left hand bin moving auger inside bin caught left hand ring finger amputated fingertip bin cover interlocked production line locked tagged time incident
5325,2,employee went help coworker problem machine employee opened guard roll machine retrieve part roller grabbed glove crushed hand
5326,2,employee exposed struck hazard due setting brake truck
5327,3,employee fixing generator left open container gallon gasoline next hvac intake roof two employee hospitalized poisoned gasoline fume
5328,2,employee using alligator shear reached pick another piece material using right hand hold upright shear came right hand amputating three finger middle finger fourth finger pinkie finger employee transported hospital attempt attach finger
5329,3,leaking propane tank exploded within shop injuring two worker
5330,2,employee operating yale electric stand fork truck move pallet veneer dryer veneer storage room fork truck stationed near wall employee accelerated fork truck reverse gear lost balance braced placing left hand outside carriage hand got caught carriage wall
5331,3,two employee hospitalized carbon monoxide exposure
5332,2,employee hospitalized treatment foot infection developed result laceration piece concrete
5333,2,employee hospitalized fell fork forklift striking fork fracturing rib
5334,2,employee suffered fracture back mower operating slid slope east side building
5335,2,employee struck hostler truck
5336,2,july employee slipped parking lot twisted ankle
5337,1,employee stacking tire rim stack began fall employee tried catch falling tire rim crushed pinky finger left hand pinky finger surgically amputated first knuckle
5338,1,employee installing tipper garbage truck tipper slipped cut left thumb later amputated
5339,2,employee sustained partial amputation right index finger moving concrete form
5340,1,employee performing maintenance cotton packer finger got crushed resulting amputation right hand pinky finger
5341,2,employee delivering cargo construction site pulled cargo back truck pallet jack felt sharp pain abdomen employee hospitalized diagnosed hernia
5342,2,employee removing automotive lift lift lowered broke employee arm
5343,2,employee working cutting machine blade engaged hit lever control motion machine gravity pulled machine blade struck left hand
5344,2,several employee getting tool ready day performing jsa jobsite outside kennedy texas one employee went uncradle lubricator wire line rig employee put line sheave connected wellhead operator watched weight indicator pulled pound tension line released wire line clamp camp removed manually injured employee noted wire wrapped around handle blow preventers employee released wire handle tension wire sling shot sheave sheave directly contacted injured employee right hand amputated right pinky cloth glove
5345,2,july hour employee cutting inside water tank bataan bae shipyard titan dry dock received electrical shock welding lead hospitalized
5346,2,employee making float shoe first joint casing job pipe came loose swung caught one employee manual back tong back snub line employee hospitalized treated injury chest colon area
5347,2,employee partially amputated index finger operating pneumatic vice
5348,2,employee tripped fractured dislocated ankle
5349,2,employee hospitalized cownose stingray embedded piece barb employee right hand
5350,2,employee struck bucket excavator sustaining broken rib
5351,2,employee hand cut scratched piece metal cleaning trash debris employee later hospitalized treatment hand infection due injury
5352,2,employee fell stair rupturing tendon right knee requiring hospitalization
5353,1,employee sustained partial amputation tip one finger threading fabric textile machine
5354,2,employee cleaning meat cutting table received electrical shock right hand wire hanging thermostat cutting table
5355,1,employee descending ladder enter lower level pump house steel hatch fell smashed employee right thumb tip requiring stitch
5356,2,employee fell hallway losing balance breaking left arm
5357,2,july approximately employee fell foot working elevated man basket attached forklift employee fractured dislocated right shoulder
5358,1,three employee injured two separate incident monday two employee injured steam performing maintenance boiler water feed system building power house tuesday production employee injured hand required treatment cut grinding note user record contains two separate event reported simultaneously osha employer event captured one report
5359,1,july employee operating press brake mechanical failure bolt holding press sheared press came employee right hand amputating several finger
5360,2,employee injured piv operating collided another piv cross section aisle employee injured left foot suffered multiple broken toe
5361,2,employee wearing life vest fell deck barge water mississippi river lost consciousness employee hospitalized
5362,2,employee walking freezer slipped fell fracturing right hip
5363,2,employee fell stairwell heel got stuck crack rubber grip strip step employee went several step hit head wall
5364,2,july employee removing floor hole cover fell hole
5365,2,employee degloved left ring finger ring got caught performing adjustment straight line inserter machine employee hospitalized underwent surgical amputation
5366,2,employee climbed onto shelving fell breaking bone back
5367,1,employee right middle fingertip amputated closing gate baler
5368,1,july employee rebuilding furnace struck left hand piece steel beam left index fingertip amputated
5369,1,july approximately employee injured operating battery operated fork tugger industrial truck employee picked load vvts backing stand part top struck corner set step shoved stand forward causing employee finger become crushed handrail stand employee right index fingertip amputated
5370,2,employee became dehydrated work hospitalized overnight
5371,1,lowering swivel arm gate employee fingertip got caught heavy equipment fingertip later amputated
5372,2,employee sawing femur bone sawed right index finger lacerating tendon requiring hospitalization hand guard worn time incident
5373,2,employee involved motor vehicle accident july employee stopped light light changed employee started intersection vehicle struck another car turning left employee hospitalized
5374,1,employee tying horse rail lead rope horse suddenly pulled away employee left thumb got caught rope knot horse pulled employee finger got squeezed pipe fence knot amputating thumb first second joint
5375,2,employee operating forklift unit lost power forklift stalled rolled back towards barrier posted front electrical box employee stuck foot outside driver compartment forklift approached barrier foot crushed barrier forklift
5376,2,employee tripped breaker box fell hit forehead requiring hospitalization stitch forehead
5377,1,employee inside manhole fell hole hit top finger grasping ladder amputating
5378,2,employee sorting clothes tripped apparel rack employee could get floor falling required hospitalization surgery
5379,2,employee fingertip amputated fingernail caught moving conveyor belt
5380,2,employee attaching hitch pick truck tow bar air conditioning unit left little finger got caught piece equipment resulting finger amputated tip
5381,2,employee taste testing salami provide advice customer various product sold within deli suffered esophageal tear choking piece salami hospitalized
5382,1,employee amputated piece right pinky finger cutting piece wood
5383,2,employee struck falling piece metal
5384,2,employee troubleshooting oil rig top drive main drive running employee sustained amputation
5385,2,employee rolled knee kneeling work truck resulting knee infection required hospitalization
5386,1,employee moving chem grate flooring door employee finger got pinched door metal plate causing amputation
5387,2,employee suffered second third degree burn hot oil
5388,1,employee working perforating gun work bench turned gun skipped roller wheel fell edge table amputating index middle fingertip right hand
5389,3,two employee burned testing volt electrical line created arc flash
5390,2,employee hospitalized ladder working slid fell approximately foot
5391,2,employee helping patient get position mri moving patient employee heard felt pop lower right side back hospitalized
5392,2,employee carrying product cooler sale floor employee slipped piece garbage floor fell floor suffered broken kneecap left leg
5393,2,employee injured fell connecting steel fmc tower project philadelphia
5394,2, employee walking beside push back vehicle pushing back aircraft employee disconnected aircraft push back vehicle tow bar fell peeled skin back employee left ring finger employee hospitalized fracture required surgical reconstruction fingertip
5395,2,employee hanging ceiling silk drape practicing upcoming performance fell hit floor approximately foot high
5396,2,employee slipped wet ground checking dewatering pump hurt back hospitalized
5397,1,employee assigned blow dust fan blade dust collector shut fan opened inspection door access fan saw fan still moving slowly belt pulley system used drive system fan guard place employee put hand drive system completely stop fan hand got caught belt pulley amputating half ring finger little fingertip right hand
5398,2,employee rigging workover rig july employee right thumb first finger caught derrick tip section stop plate employee thumb surgically amputated
5399,1,employee left finger amputated changing optical fiber spool rewinding
5400,2,employee using spanner wench remove cylinder slipped falling ground fractured left hip hospitalized
5401,2,july employee got pinned table lift toro workman hospitalized
5402,2,employee fell fractured bone requiring hospitalization treatment
5403,1,employee adjusting blade bagel slicer cut tip right middle finger
5404,2,employee applying chalk behind plane engine aircraft landed employee blown blast plane engine resulting shoulder injury hospitalization
5405,2,employee foot ladder repairing hvac unit employee started climb ladder lost balance fell breaking left leg
5406,2,employee greasing front end loader grease grease gun punctured entered employee hand
5407,2, july employee received serious back spinal injury result fall swing set employee hospitalized undergo spinal surgery
5408,2,employee tripped fell carrying mail breaking left hip
5409,1,shoe powdered metal press hanging employee set trainee went trouble shoot employee unplugged plant airline moving part shoe employee plugged cleaning airline shoe cleaning airline much pressure plant airline shoe move employee tried maneuver shoe hand would move shoe moved forward caught fingertip shoe die resulting amputation left middle fingertip
5410,2,employee roof responding customer complaint roof fell skylight warehouse area
5411,2,employee working grinding machine making adjustment alignment employee finger got crushed two moving part
5412,2,employee hospitalized powered industrial truck loaded onto trailer fell back trailer
5413,2,employee transporting patient doctor appointment missed turn patient became violent bit employee nose
5414,2,employee fell approximately foot top tanker truck washing injuring left shoulder upper rib suffering facial fracture
5415,2,employee left ankle crushed aerator walking truck fell hospitalized
5416,2,employee hospitalized spider bite puncture wound received performing landscaping duty became infected
5417,1,attempting remove part mold ceramic press employee sustained amputation left middle ring finger
5418,2,employee helping forklift operator watching operator pushed batch green wood dry kiln wood metal crate rail wheel employee forklift operator stop check wood board fell top stack foot air hit employee head employee wearing hardhat time incident
5419,2,employee unloading truss operating trailer dismounting delivery truck hurt ankle
5420,1,employee working swing stage scaffold lowering scaffold left finger got pulled pulley partially amputating middle index fingertip
5421,2,employee bucket truck pulling wire employee touched live energized line hospitalized
5422,2,employee operating hammer mill kept getting jammed employee shut machine opened access door two hinge side allow right left side open employee removed unlocked side caused door fall forward employee attempted catch door right hand got caught metal mill door metal support beam employee hospitalized required surgery
5423,1,employee removing full super sack beneath dust collector red light indicated blockage full sack employee attempted clear blockage reached rotary valve still power paddle valve caught right thumb
5424,2,employee running dog jumped onto car crashed windshield
5425,1,employee canning line blowing station air gun right hand drifted conveyor subsequently catching ring finger conveyor resulting injury hospital part finger needed amputated close wound
5426,2,employee received electrical shock unknown voltage trimming tree close proximity power line
5427,1,employee working paper plate machine machine jammed stopped feeding paper still running employee opened safety gate cutting die stop machine employee opened safety gate safety switch engaged energize machine reached cutting die left hand middle finger pinched two part cutting die hospitalized fingertip later medically amputated
5428,2,employee operating electric pallet jack got pallet jack hand control accidentally twisted handle caused pallet jack reverse towards pallet jack ran right foot smashed left foot pallet jack
5429,2,employee banged eye metal rack stowing yga mat
5430,1,employee working pine bender making metal part loaded part pressure die held onto part left hand whip pressure die closed part positioned locate pinky finger pinched part pressure die pressure die closed amputating fingertip
5431,2,employee delivering mail apartment building slipped wet floor fell obtaining injury resulted hospitalization
5432,2,employee hospitalized heat exhaustion kidney failure
5433,2,employee came contact hot water greater hose split employee priming pump neutral plant employee received degree burn back upper leg covering approximately right side body
5434,2,ame palletizing machine installed palletize bottle stack plastic tray employee noticed machine tray sideways opened gate entered machine straighten tray crane inside machine activated inside striking crushing side machine
5435,1,employee operating alligator shear cut catalytic converter scrap piece sharp metal popped severed employee left middle fingertip
5436,2,employee using ladder gain access roof stepped roof ladder slipped fell foot hospitalized broken pelvis
5437,1,july employee received finger amputation operating pto fertilizer
5438,1,employee operating cnc bender press brake machine activated machine thumb point operation employee skin thumb nail removed
5439,2,employee framing roof deck tied using personal fall arrest system violent thunderstorm occurred employee began exit roof unhooked lanyard got within foot extension ladder used access exit roof slipped fell foot concrete floor sustained head injury
5440,2,employee performing trailer disassembly suffered heat exhaustion
5441,2,employee interacting table saw employee hand became entangled multiple finger amputated
5442,2,truck driver making delivery another company load material flat bed truck waiting forklift truck driver began unloading pallet pulling strap strap broke lost grip caused employee fall onto ground landing right hip injured employee required surgery repair hip
5443,2,employee injured excavator operator backed employee sustained injury left leg ankle dislocated left shoulder injured employee hospitalized
5444,2,july employee fell inch high platform concrete floor fracturing right arm humerus vertebra
5445,2,employee tree service company fell approximately foot trimming tree
5446,1,employee amputated fingertip tree fell telephone wire repairing
5447,1,employee using skilsaw cut wood form sidewalk wood got caught saw pulled employee hand saw employee left thumb cut first knuckle
5448,2,employee bucked horse hit floor penning cattle injured back rib sustained possible concussion hospitalized
5449,2,employee helped coworker load flatbed truck load already truck shifted stacked material dislodged galvanized material fell struck employee hard hat rib hospitalized observation testing
5450,2,employee lifting black pipe sharp edge pipe cut employee glove causing laceration
5451,2,employee fell backwards ladder striking head fracturing skull
5452,2,employee attending meeting conference room tripped data port located floor cover missing data port time employee hospitalized underwent surgery fractured hip
5453,2,employee suffered heat exhaustion measuring post tension cable floor new high rise building construction
5454,2,employee cutting band tubing separate electric cable tubing band cutter came hit left eye eye protection worn time hospitalized
5455,2,employee operating stand pallet jack struck sit lift truck employee operating pallet jack hospitalized fractured left ankle
5456,1,employee sheered upper tip left ring finger relocating entry stand aircraft employee notice finger positioned pinch point entry stand aircraft shoring foundation
5457,2,july employee sweeping semi truck trailer injured hospitalized caught wall trailer fork lift truck loading bale paper trailer
5458,2,truck door closed employee finger lacerating middle fingertip right hand
5459,2,employee found lying floor inside wal mart distribution center unloading box material conveyor loading truck consciousness initially diagnosed dehydrated employee hospitalized testing
5460,2,employee hospitalized heat stress
5461,2,temporary employee nail bag caught brick layer scaffold working causing lose balance fall approximately twelve foot ground fracturing hip employee admitted hospital surgery
5462,2,crane removing heater platform heater lifted tighten chain resuming lift heater stack pipe broke heater broken piece struck employee suffered severe concussion broken bone neck
5463,2,employee slipped fell entering restroom broke hip
5464,2,employee two finger partially amputated working unloader boom employee finger caught chain sprocket
5465,2,employee taking gutter edge residence roof fell approximately foot ground fracturing right wrist
5466,2,employee operating stand powered industrial truck loading dock employee backed powered industrial truck metal column employee leg impacted caught column resulting multiple fracture
5467,2,employee establishing temporary power office trailer installing ground lug ground bar motor control center mcc employee used wrench tighten lug contacted energized circuit energized bus bar volt mcc employee hospitalized
5468,2,employee hospitalized heat stress working hull installing sprinkler system
5469,2,employee working ceiling crawl space installing air line attempting switch position lost balance cut left wrist utility knife knife hit artery kept night surgeon determined whether surgery would needed
5470,2,iron worker assisting unloading large sheet glass tractor trailer struck pane glass pinning ground worker later hospitalized result injury
5471,2,employee slipped fell climbing frame ladder landing right side hospitalized fractured rib
5472,2,employee delivering aluminum customer unstrapped aluminum wall trailer pallet fell right foot causing fracture
5473,2,employee suffered burn trying repair water heater
5474,2,employee began cramping felt dehydrated went back office location cramping worsened employee hospitalized
5475,2,employee suffered broken ankle result forklift accident
5476,2,employee repairing compressor refrigerated truck compressor pinched hand compressor unit truck body
5477,2,employee garbage pickup route warren county started cramping hospitalized dehydration
5478,1,employee suffered amputation right middle finger setting printing press july
5479,1,employee attempting remove plastic conveyor injured right hand sustained amputation right pinky conveyor operation time
5480,2,border patrol agent chasing suspected illegal alien passed due dehydration hit head
5481,1,employee changing belt air handling unit belt pulley caught amputated employee left pinky finger
5482,2,employee cutting foam board concrete saw saw kicked back blade impacted arm causing laceration required hospitalization
5483,1,employee pinched finger cell cell rack performing inspection moving cell cell rack crane process cell turned finger got caught cell handle rack sits
5484,2,employee cutting piece wood circular saw cuff shirt sleeve got caught saw blade causing kick back cut right forearm employee surgery repair arm
5485,2,employee received severe laceration arm broken glass attempting stop shoplifter exiting establishment stolen merchandise
5486,2,employee fell roof injured back wearing pfas time
5487,2,employee got caught trailer truck directing truck driver back employee leg crushed employee hospitalized
5488,2,employee injured right shin positioning concrete form structure weld place employee lowering structure slipped brushed right shin injury later became infected requiring hospitalization observation treatment
5489,2,employee operating power press started feeling ill notified supervisor feeling well taken break room cool condition improve taken medical clinic treatment clinic received treatment doctor determined suffering severe dehydration kidney failure employee admitted hospital
5490,2,employee using grinder piece grinding wheel broke struck leg causing laceration fracture employee hospitalized
5491,1,employee left index fingertip cut using chop saw
5492,2,employee injured fall ladder hospitalized overnight
5493,2,employee handling deck line left ring fingertip got caught bit rope bone loss
5494,3,two employee pouring material alloy melting pot splashed back onto one employee suffered second degree burn arm second employee suffered second degree burn right leg hospitalized
5495,2,employee sustained broken leg sheet drywall fell attempting look behind
5496,1,employee loading high pressure iron pipe racking suffered fingertip amputation left pinky finger got caught pinch point iron pipe racking
5497,2,employee helping forklift driver load wood onto trailer lumber struck pushed material
5498,2,employee put finger small inch hole side enclosed conveyor fingertip struck conveyor flight one eighth inch right index fingertip damaged
5499,2,employee operating electric pallet jack carrying three pallet flour lost control pallet ran another forklift operator stuck left foot sustained crushing injury requiring hospitalization
5500,1,employee cutting plywood skill saw holding plywood left hand saw kicked back lower exposed blade amputated part left pinky fingertip lacerated ring finger
5501,1,cleaning blade slicer employee hand slipped got caught heating element employee unable free hand heating element blade rotated amputating finger
5502,2,employee operating press machine minute hospitalized heat stress
5503,1,employee making delivery case western reserve unloading truck began lower bay door door lowered right middle finger got pinched door panel partially amputating finger
5504,2,employee delivering pizza slipped customer driveway injured back requiring hospitalization surgery
5505,2,maintenance employee working clear clog bottom cyclone gone lockout tagout procedure twice asked operator control run machine unjam clog employee attempted clear jam inside feeder glove got caught left middle fingertip amputated hospitalized treatment
5506,1,employee adjusting closer egg packing machine finger got caught sprocket chain system machine locked tagged time
5507,1,employee working line employee turned mirapack machine startup employee left hand area guarded employee left tip portion finger amputated employee treated emergency room hospitalized
5508,2,july approximately employee struck face high pressure hose employee suffered multiple facial fracture hospitalized
5509,2,operator carrying steel tube using forklift load slipped fork landed another employee right foot employee taken hospital toe right foot amputated
5510,1,two worker national counter terrorism center suspended scaffold scaffold malfunctioned causing employee fall
5511,1,employee moving steel beam non gravity roller left middle finger got caught roller steel beam
5512,1,july operating resaw employee hand got caught gear resulting loss right ring finger
5513,2,employee greasing backhoe grease gun grease fitting fit gun popped hit right hand palm employee later hospitalized minor surgical procedure flush wound
5514,2,employee fell back truck loading dock working
5515,2,employee went perform maintenance commercial natural gas oven opened outer access door oven went inside explosion occurred employee suffered burn arm leg side body
5516,2,employee sustained puncture wound left forearm july employee later hospitalized treatment hand forearm became swollen
5517,2,employee delivering package residence bitten hand inhabitant dog employee later hospitalized hand became swollen
5518,2,employee attempting inventory drum behind lead block climbed plastic covered lead block get closer drum counting fell hitting breaking two rib block eventually hospitalized
5519,2,delivering lawnmower residence employee injured left ankle requiring hospitalization surgery
5520,2,employee cut thumb portable magnetic drill drilling hole steel deck cut resulted amputation left thumb
5521,2,employee using nail gun roof job condominium walking roof deck employee stepped rope ankle rolled fell roof deck shot knee
5522,1,employee cut three finger dadoing
5523,2,employee foot got run forklift requiring amputation one toe hospitalization
5524,2,employee experiencing cramp throughout day employee hospitalized heat stroke
5525,2,employee operating table saw cut left thumb hospitalized
5526,2,employee repairing seal valve operator placed drum cover actuator piston using overhead crane manipulating drum operating crane control attempting lower drum final inch inadvertently pushed wrong button hoist control causing drum move upward result left thumb pinched base plate drum cover amputation
5527,2,employee reported heat related symptom early evening shift employee sought medical attention work hospitalized
5528,1,employee operating press brake bend metal trim right thumb machine opening time cycled machine closed safety stop lacerated thumb crush way part thumb bone later surgically amputated
5529,2,employee maintenance shop amputated top portion finger july hospitalized
5530,1,employee operating assembly press reached press adjust flange finger pinched press
5531,2,employee frame ladder installing pound piece aluminum light fixture ladder buckled employee fell second rung ladder floor hitting back head ground hospitalized
5532,2,operator unloading pipe truck using excavator sling attached pipe operator picked pipe turned degree struck injured employee fracturing pelvis
5533,2,employee performing hydrostatic pressure test hose received chemical burn clear odorless liquid requiring hospitalization
5534,2,employee amputated left middle fingertip tried clear clog machine applied pressure foot pedal machine actuated machine part cutting tip finger
5535,2,employee hospitalized result dehydration
5536,2,employee climbed top trenching machine stabilize employee thrown machine became unstable
5537,2,employee working power line aerial lift hinesville became ill employee came drank water went home awoke next day still feeling ill went personal doctor later admitted hospital
5538,2,employee broke bone face string trimmer using hit face attempted adjust string
5539,2,employee bed stationary work truck lost balance fell ground
5540,2,employee drilling hole drill press glove got caught drill bit amputating two finger
5541,2,employee tried get cab crane climbing fixed ladder tried grab rail slipped fell side
5542,1,employee suffered left pinky finger amputation walked skid tripped rolling landing finger
5543,2,approximately july employee fell moveable ladder platform waxing top side wing corporate jet employee boot tread got stuck tread stair causing lose footing fall approximately inch ground hospitalized sustained three fractured rib possible pelvic clavicle injury
5544,1,july employee suffered amputation left thumb performing unjamming activity graham cracker packaging machine
5545,2,employee hospitalized heat stroke
5546,2,employee feeling dehydrated experiencing cramping coming pressure washing interior water tank employee hospitalized symptom related heat exhaustion
5547,2,employee right arm crushed pizza bread making conveyor cleaning conveyor roller required hospitalization surgery
5548,2,employee hospitalized falling elevated surface sustaining injury head collar bone rib
5549,2,employee slipped frayed carpet fell stair injuring left leg
5550,2,employee stung unknown insect ear injured employee severe allergic reaction found passerby ground
5551,2,employee slipped thoracic disc back helping driver lift package truck
5552,2,employee using electronic power jack set pallet lost control jack wet condition jack crashed nearby pallet causing fall employee
5553,1,employee attempting clear clog rotary air lock central vacuum finger first second fingertip right hand amputated bone loss dryer area
5554,1,employee transferring patient cat scan room closed cat scan door double door hand left index fingertip amputated
5555,2,employee sustained second degree burn caused pressurized hydraulic system
5556,2,employee injured powered industrial vehicle overheated spraying hot water anti freeze employee received burn torso arm groin requiring hospitalization
5557,2,employee struck car exiting garage onto driveway injured employee walking behind vehicle backed change direction
5558,2,employee sustained broken wrist struck metal cable
5559,2,july employee reaching box bag storage room tripped box fell floor sustaining concussion injury left arm hand hospitalized
5560,2,employee injured aluminum siding pulling fell severed tendon right arm
5561,2,employee offloading rebar flatbed truck lost balance fell truck breaking bone leg requiring surgery
5562,1,employee left small finger amputated operating overhead hoist equipment locked tagged unguarded time
5563,2,employee fell backwards ladder removing label decal back truck suffered head injury
5564,2,employee using step ladder help erect pole barn fell step ladder tipped fracturing heel rib
5565,2,employee fell approximately foot descending fixed industrial ladder fracturing left knee
